Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2023-04-12,12:26 PM,"Lunch","Avocados, Raw, Florida","80.00 g",96.00,,,,,63.05,0.02,0.04,0.54,0.74,0.06,,42.40,28.00,5.60,13.92,,2.13,,8.00,0.25,0.14,19.20,0.08,32.00,280.80,,1.60,0.32,1.78,6.26,4.48,,,,1.94,8.05,,4.41,1.34,1.57,,0.08,,,,1.26,,,0.02,0.04,0.08,0.13,0.12,0.03,0.09,1.78,0.07,0.02,0.04,0.10,"Fruits and Fruit Juices"
2023-04-12,6:26 PM,"Dinner","Hamburger, 90% Lean","116.00 g",248.24,0.00,0.00,0.12,0.00,71.14,0.04,0.20,6.06,0.73,0.40,2.89,0.00,6.96,3.48,0.00,2.32,0.14,1.28,15.08,0.09,3.35,24.36,0.01,223.88,348.00,25.06,70.76,7.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.88,102.08,5.42,0.46,5.08,0.43,0.00,0.00,0.00,0.00,0.33,0.05,0.27,0.32,1.00,1.36,2.41,2.56,0.79,1.20,30.88,1.19,0.16,0.95,1.52,"Beef Products"
2023-04-12,6:28 PM,"Dinner","White Rice, Cooked in Unsalted Water","150.00 g",195.00,0.00,0.00,3.60,67.23,102.66,0.24,0.02,2.21,0.59,0.14,0.00,0.00,64.20,0.00,0.00,0.00,0.06,0.00,15.00,0.10,1.80,18.00,0.71,64.50,52.50,11.25,1.50,0.74,41.72,42.26,0.51,0.51,0.00,34.50,0.05,0.42,0.00,0.13,0.11,0.12,0.00,0.02,0.02,0.00,0.00,0.09,0.00,0.09,0.08,0.09,0.17,0.33,0.15,0.09,0.22,4.04,0.14,0.05,0.14,0.25,"Cereal Grains and Pasta"
2023-04-12,6:29 PM,"Dinner","Avocados, Raw, Florida","74.00 g",88.80,,,,,58.32,0.02,0.04,0.50,0.69,0.06,,39.22,25.90,5.18,12.88,,1.97,,7.40,0.23,0.13,17.76,0.07,29.60,259.74,,1.48,0.30,1.64,5.79,4.14,,,,1.79,7.44,,4.08,1.24,1.45,,0.07,,,,1.17,,,0.02,0.04,0.07,0.12,0.11,0.03,0.08,1.65,0.06,0.02,0.04,0.09,"Fruits and Fruit Juices"
2023-04-12,6:30 PM,"Dinner","Red Bell Peppers, Raw","70.00 g",18.90,0.00,0.00,3.08,24.85,64.35,0.04,0.10,0.72,0.22,0.21,0.00,1136.80,32.90,109.61,99.19,0.00,1.11,3.43,4.20,0.03,0.24,7.70,0.09,18.90,149.10,0.00,0.00,0.14,3.79,4.66,0.81,0.32,0.49,0.00,2.94,0.09,0.00,0.00,0.05,0.02,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.00,0.03,0.63,0.03,0.01,0.01,0.02,"Vegetables and Vegetable Products"
2023-04-12,6:31 PM,"Dinner","Onion, White, Yellow or Red, Raw","60.00 g",24.00,0.00,0.00,1.02,4.62,53.47,0.03,0.02,0.07,0.07,0.07,0.00,0.60,11.40,0.05,4.44,0.00,0.01,0.24,13.80,0.02,0.13,6.00,0.08,17.40,87.60,0.30,2.40,0.10,4.64,5.60,0.88,0.55,0.32,0.00,2.54,0.06,0.00,0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.00,0.02,0.66,0.01,0.01,0.01,0.01,"Vegetables and Vegetable Products"
2023-04-12,6:31 PM,"Dinner","Kirkland Signature, Organic Extra Virgin Olive Oil","1.00 Tbsp",125.00,,,,,,,,,,,,,,,,,2.01,8.43,0.14,,0.08,,,,0.14,,0.28,,0.00,0.00,,,,,,14.00,,10.21,1.47,2.00,0.00,0.11,,,,1.37,,,,,,,,,,0.00,,,,,"Fats and Oils"
2023-04-12,2:24 PM,"Snacks","Starbucks, Caffe Latte","2.50 x 100.0 mL",175.00,,,,,206.91,,,,,,,,,,,,,,,,,,,,,,90.00,,29.50,29.50,,,,,21.25,6.50,,,,4.25,,,,,,,,,,,,,,,,7.00,,,,,"Beverages"
2023-04-13,7:24 AM,"Uncategorized","CanPrev, Magnesium Bis-Glycinate 200","2.00 capsule",,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2023-04-13,7:45 AM,"Breakfast","Protein milkshake","1.00 full recipe",640.83,0.00,0.00,1.07,0.00,472.92,0.30,0.74,0.56,1.94,0.33,2.90,37.58,0.00,169.54,0.00,206.13,0.27,1.61,888.39,0.01,0.82,64.42,0.00,542.17,805.20,10.20,318.05,2.25,44.43,44.45,0.00,0.00,0.00,0.00,41.42,19.46,189.88,3.69,0.58,10.90,0.60,0.08,0.06,0.00,0.01,0.48,0.02,0.45,0.10,0.52,0.93,1.79,1.60,0.48,0.86,74.58,0.83,0.23,0.87,1.11,""
2023-04-13,6:46 AM,"Breakfast","Gym water","1.00 full recipe",20.30,0.00,0.00,0.00,0.00,749.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.08,0.00,122.50,0.00,0.00,0.00,0.00,30.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,""
2023-04-13,12:25 PM,"Lunch","Hamburger, 90% Lean","128.00 g",273.92,0.00,0.00,0.13,0.00,78.50,0.05,0.22,6.69,0.80,0.44,3.19,0.00,7.68,3.84,0.00,2.56,0.15,1.41,16.64,0.10,3.70,26.88,0.01,247.04,384.00,27.65,78.08,8.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.21,112.64,5.98,0.51,5.60,0.48,0.00,0.00,0.00,0.00,0.37,0.05,0.30,0.35,1.11,1.51,2.66,2.82,0.88,1.33,34.07,1.32,0.17,1.05,1.67,"Beef Products"
2023-04-13,12:27 PM,"Lunch","Avocados, Raw, Florida","191.00 g",229.20,,,,,150.53,0.04,0.10,1.28,1.78,0.15,,101.23,66.85,13.37,33.23,,5.08,,19.10,0.59,0.32,45.84,0.18,76.40,670.41,,3.82,0.76,4.24,14.94,10.70,,,,4.62,19.21,,10.53,3.20,3.74,,0.18,,,,3.02,,,0.06,0.11,0.18,0.31,0.28,0.08,0.21,4.26,0.16,0.05,0.10,0.23,"Fruits and Fruit Juices"
2023-04-13,12:31 PM,"Lunch","Olive Oil","8.00 g",70.72,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,4.82,0.08,0.00,0.04,0.00,0.00,0.00,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,5.84,0.84,1.10,0.01,0.06,0.06,0.00,0.00,0.78,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-13,1:32 PM,"Lunch","Mango, Fresh","70.00 g",42.00,0.00,0.00,0.32,14.00,58.42,0.02,0.03,0.47,0.14,0.08,0.00,448.00,30.10,37.89,25.48,0.00,0.63,2.94,7.70,0.08,0.11,7.00,0.04,9.80,117.60,0.42,0.70,0.06,9.25,10.49,1.12,0.69,0.44,0.16,9.56,0.27,0.00,0.10,0.05,0.06,0.00,0.04,0.04,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.02,0.04,0.05,0.01,0.02,0.57,0.02,0.01,0.01,0.03,"Fruits and Fruit Juices"
2023-04-13,2:02 PM,"Lunch","Kirkland Signature, Roasted Whole Cashews, Unsalted","25.00 g",145.00,,,,,0.87,0.09,0.05,0.43,0.22,0.08,,,6.25,,0.08,,0.23,8.68,10.00,0.51,1.50,68.25,0.42,132.75,150.00,5.07,2.50,1.34,6.50,7.50,1.00,,,2.73,1.50,12.00,0.00,6.48,2.14,2.25,0.00,0.02,,,,2.12,,,0.09,0.11,0.18,0.34,0.21,0.08,0.22,4.00,0.16,0.07,0.12,0.25,"Nut and Seed Products"
2023-04-13,3:34 PM,"Lunch","Kirkland Signature, Pistachios, Roasted & Salted","20.00 g",113.33,,,,,0.36,0.14,0.05,0.27,0.10,0.22,,31.80,10.20,2.60,0.60,,0.43,2.64,20.00,0.26,0.80,21.80,0.25,93.80,200.00,2.00,106.67,0.47,3.33,5.33,2.00,,,0.28,1.33,9.33,0.00,,,1.00,0.00,,,,,,,,0.06,0.11,0.19,0.34,0.24,0.08,0.23,4.00,0.14,0.05,0.11,0.26,"Nut and Seed Products"
2023-04-13,5:55 PM,"Dinner","Bacon, Pork","13.00 g",60.84,0.00,0.00,0.33,0.00,3.07,0.07,0.03,1.36,0.14,0.07,0.14,0.00,0.00,1.43,0.00,2.21,0.05,0.00,1.43,0.01,0.12,4.03,0.00,50.44,64.87,6.59,218.92,0.40,0.22,0.22,0.00,0.00,0.00,0.00,0.12,4.56,12.87,2.02,0.79,1.56,0.02,0.03,0.03,0.00,0.00,0.70,0.02,0.68,0.05,0.18,0.21,0.37,0.40,0.12,0.18,4.41,0.20,0.05,0.18,0.22,"Pork Products"
2023-04-13,5:56 PM,"Dinner","Parmesan Cheese, Dry, Grated","15.00 g",63.00,0.00,0.00,1.35,0.00,3.40,0.00,0.05,0.01,0.07,0.01,0.21,10.95,0.90,39.16,0.00,3.15,0.08,0.26,127.95,0.01,0.07,5.10,0.01,94.05,27.00,5.16,270.60,0.63,2.09,2.09,0.00,0.00,0.00,0.00,0.01,4.18,12.90,1.07,0.21,2.31,0.13,0.02,0.02,0.00,0.00,0.13,0.00,0.13,0.01,0.12,0.22,0.41,0.33,0.11,0.23,4.26,0.16,0.06,0.26,0.28,"Dairy and Egg Products"
2023-04-13,6:18 PM,"Dinner","Butter, Salted","2.00 tsp",68.87,0.00,0.00,0.01,0.00,1.49,0.00,0.00,0.00,0.01,0.00,0.00,15.89,0.47,71.75,0.00,1.51,0.00,0.66,1.99,0.00,0.01,0.19,0.00,2.08,2.18,0.00,49.57,0.01,0.05,0.05,0.00,0.00,0.00,0.00,0.05,7.78,22.23,1.60,0.24,4.31,0.31,0.04,0.03,0.00,0.00,0.19,0.01,0.18,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-13,6:19 PM,"Dinner","Eggs, Cooked","3.00 medium",204.60,0.00,0.00,0.00,0.00,98.50,0.09,0.68,0.08,1.85,0.16,1.47,14.52,58.08,197.12,0.00,114.84,1.36,0.40,66.00,0.02,1.57,13.20,0.03,227.04,166.32,40.66,163.68,1.39,1.47,1.48,0.00,0.00,0.00,0.00,1.48,14.01,492.36,5.38,1.87,4.31,0.00,0.09,0.03,0.05,0.01,1.73,0.20,1.52,0.39,0.39,0.91,1.42,1.19,0.52,0.88,16.61,0.80,0.20,0.68,1.01,"Dairy and Egg Products"
2023-04-13,6:19 PM,"Dinner","Liberte, Greek Yogurt, Extra Creamy, Plain","156.00 g",142.63,,,,,,,,,,,,,,,,,,,200.57,,0.00,,,,222.86,,57.94,,5.35,5.35,0.00,,,,5.35,8.02,26.74,,,4.46,0.27,,,,,,,,,,,,,,,13.37,,,,,"Dairy and Egg Products"
2023-04-13,6:21 PM,"Dinner","Eisele's, Raw Honey","18.00 g",54.86,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,14.57,14.57,,,,,13.71,0.00,,,,,,,,,,,,,,,,,,,,0.00,,,,,"Sweets"
2023-04-14,7:24 AM,"Uncategorized","CanPrev, Magnesium Bis-Glycinate 200","2.00 capsule",,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2023-04-14,8:11 AM,"Breakfast","Protein milkshake","1.00 full recipe",640.83,0.00,0.00,1.07,0.00,472.92,0.30,0.74,0.56,1.94,0.33,2.90,37.58,0.00,169.54,0.00,206.13,0.27,1.61,888.39,0.01,0.82,64.42,0.00,542.17,805.20,10.20,318.05,2.25,44.43,44.45,0.00,0.00,0.00,0.00,41.42,19.46,189.88,3.69,0.58,10.90,0.60,0.08,0.06,0.00,0.01,0.48,0.02,0.45,0.10,0.52,0.93,1.79,1.60,0.48,0.86,74.58,0.83,0.23,0.87,1.11,""
2023-04-14,7:24 AM,"Breakfast","Coffee, Prepared From Grounds","12.00 fl oz",3.55,0.00,142.08,1.42,24.86,353.04,0.05,0.27,0.68,0.90,0.00,0.00,0.00,7.10,0.00,0.00,0.00,0.04,0.36,7.10,0.01,0.04,10.66,0.08,10.66,174.05,0.00,7.10,0.07,0.00,1.67,1.67,0.00,1.67,0.00,0.00,0.07,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.43,0.00,0.00,0.01,0.01,"Beverages"
2023-04-14,7:24 AM,"Breakfast","Milk, Whole","5.00 tbsp",45.75,0.00,0.00,0.15,0.00,67.17,0.04,0.11,0.08,0.28,0.05,0.41,5.34,0.00,24.08,0.00,29.28,0.04,0.23,93.79,0.00,0.00,9.15,0.00,77.01,114.37,1.45,28.97,0.32,3.53,3.53,0.00,0.00,0.00,0.00,3.53,2.44,9.15,0.52,0.08,1.42,0.09,0.01,0.01,0.00,0.00,0.07,0.00,0.06,0.01,0.07,0.13,0.25,0.23,0.07,0.12,2.49,0.12,0.03,0.12,0.16,"Dairy and Egg Products"
2023-04-14,12:10 PM,"Lunch","Osmow's Shawarma, Regular Beef Kofta Wrap","1.00 Serving",550.00,,,,,,,,,,,,,,180.00,7.20,,,,210.00,,5.94,,,,,,614.00,,18.00,21.00,3.00,,,,6.00,23.00,62.00,,,4.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Restaurant Foods"
2023-04-14,6:26 PM,"Dinner","Beef Steak, Hanger, No Visible Fat Eaten","162.00 g",405.00,0.00,0.00,0.37,0.00,93.90,0.13,0.23,11.30,0.85,0.95,2.24,0.00,12.96,0.00,0.00,45.36,0.73,2.59,35.64,0.12,2.64,37.26,0.01,345.06,550.80,46.66,92.34,7.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.48,127.98,10.45,0.91,9.64,1.11,0.22,0.22,0.00,0.00,0.47,0.06,0.42,0.55,1.36,1.95,3.40,3.61,1.11,1.69,43.29,1.71,0.28,1.36,2.12,"Beef Products"
2023-04-14,6:28 PM,"Dinner","Cauliflower, Raw","125.00 g",31.25,0.00,0.00,6.75,5.00,115.09,0.06,0.08,0.63,0.83,0.23,0.00,0.00,71.25,0.00,60.25,0.00,0.10,19.38,27.50,0.05,0.53,18.75,0.19,55.00,373.75,0.75,37.50,0.34,3.64,6.21,2.50,2.05,0.45,0.45,2.39,0.35,0.00,0.04,0.04,0.16,0.00,0.02,0.02,0.00,0.00,0.02,0.00,0.02,0.03,0.07,0.09,0.13,0.27,0.03,0.08,2.40,0.10,0.03,0.06,0.16,"Vegetables and Vegetable Products"
2023-04-14,6:29 PM,"Dinner","Tesco, Mini Roast Potatoes","70.00 g",56.85,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40,,10.14,11.14,1.01,,,,0.62,0.67,,,,0.11,,,,,,,,,,,,,,,,1.90,,,,,"Vegetables and Vegetable Products"
2023-04-14,6:29 PM,"Dinner","Olive Oil","7.00 g",61.88,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.21,0.07,0.00,0.04,0.00,0.00,0.00,0.07,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,5.11,0.74,0.97,0.01,0.05,0.05,0.00,0.00,0.68,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-14,6:30 PM,"Dinner","Baking Yeast, Active Dry","5.00 g",16.25,0.00,0.00,3.99,24.05,0.25,0.55,0.20,2.01,0.68,0.08,0.00,0.00,117.00,0.00,0.02,0.00,0.00,0.02,1.50,0.02,0.11,2.70,0.02,31.85,47.75,0.40,2.55,0.40,0.72,2.06,1.35,0.03,1.32,0.64,0.00,0.38,0.00,0.22,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.15,0.16,0.03,0.09,2.02,0.10,0.03,0.06,0.12,"Spices and Herbs"
2023-04-14,6:35 PM,"Dinner","Maple Syrup","12.00 g",31.20,0.00,0.00,0.08,0.00,3.89,0.01,0.15,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.24,0.00,0.01,2.52,0.35,0.24,25.44,0.07,1.44,0.18,8.04,8.04,0.00,0.00,0.00,0.00,7.26,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Sweets"
2023-04-14,9:11 AM,"Snacks","Kirkland Signature, Roasted Whole Cashews, Unsalted","25.00 g",145.00,,,,,0.87,0.09,0.05,0.43,0.22,0.08,,,6.25,,0.08,,0.23,8.68,10.00,0.51,1.50,68.25,0.42,132.75,150.00,5.07,2.50,1.34,6.50,7.50,1.00,,,2.73,1.50,12.00,0.00,6.48,2.14,2.25,0.00,0.02,,,,2.12,,,0.09,0.11,0.18,0.34,0.21,0.08,0.22,4.00,0.16,0.07,0.12,0.25,"Nut and Seed Products"
2023-04-14,12:39 PM,"Snacks","Lindt, Lindor, Milk","42.00 g",260.40,,,,,,,,,,,,,,,,,,,,,,,,,,,38.64,,18.48,18.48,,,,,18.14,19.66,,,,14.78,,,,,,,,,,,,,,,,2.02,,,,,"Sweets"
2023-04-14,5:44 PM,"Snacks","Angie's, Boom Chicka Pop, Sea Salt Popcorn","0.20 x 7.25 cups",50.00,,,,,,,,,,,,,,6.00,0.00,,,,8.00,,0.36,,,,,,48.00,,5.60,6.80,1.20,,,,0.00,2.60,0.00,,,0.20,0.00,,,,,,,,,,,,,,,1.00,,,,,"Snacks"
2023-04-14,6:48 PM,"Snacks","Gym water","1.00 full recipe",20.30,0.00,0.00,0.00,0.00,749.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.08,0.00,122.50,0.00,0.00,0.00,0.00,30.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,""
2023-04-14,7:08 PM,"Snacks","Bourbon","1.00 jigger/shot - each 1.5 fl oz",96.33,13.93,0.00,0.13,,27.77,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.01,1.67,0.83,0.00,0.42,0.02,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2023-04-14,8:20 PM,"Snacks","Lindt, Lindor, Latte","0.50 Serving",306.50,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,22.00,22.00,,,,,22.00,23.00,,,,17.50,,,,,,,,,,,,,,,,2.35,,,,,"Sweets"
2023-04-15,4:53 PM,"Uncategorized","Gym water","1.00 full recipe",20.30,0.00,0.00,0.00,0.00,749.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.50,0.08,0.00,122.50,0.00,0.00,0.00,0.00,30.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,""
2023-04-15,6:13 PM,"Uncategorized","Breyers, Ice Cream, Chocolate","40.00 g",86.40,0.00,1.20,5.26,9.88,22.28,0.02,0.08,0.09,0.22,0.02,0.12,7.60,6.40,47.03,0.28,3.20,0.12,0.60,43.60,0.05,0.37,11.60,0.06,42.80,99.60,1.00,30.40,0.23,10.79,11.28,0.48,0.45,0.03,0.08,10.14,4.40,13.60,1.28,0.16,2.72,0.12,0.06,0.06,0.00,0.00,0.06,0.00,0.06,0.01,0.04,0.09,0.15,0.12,0.04,0.07,1.52,0.06,0.02,0.07,0.10,"Sweets"
2023-04-15,7:24 AM,"Uncategorized","CanPrev, Magnesium Bis-Glycinate 200","2.00 capsule",,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Supplements"
2023-04-15,7:49 AM,"Breakfast","Avocados, Raw, Florida","92.00 g",110.40,,,,,72.51,0.02,0.05,0.62,0.86,0.07,,48.76,32.20,6.44,16.01,,2.45,,9.20,0.29,0.16,22.08,0.09,36.80,322.92,,1.84,0.37,2.04,7.19,5.15,,,,2.23,9.26,,5.07,1.54,1.80,,0.09,,,,1.45,,,0.03,0.05,0.09,0.15,0.14,0.04,0.10,2.05,0.08,0.03,0.05,0.11,"Fruits and Fruit Juices"
2023-04-15,7:50 AM,"Breakfast","Eggs, Cooked","3.00 extra large",260.40,0.00,0.00,0.00,0.00,125.36,0.11,0.86,0.11,2.35,0.20,1.86,18.48,73.92,250.88,0.00,146.16,1.73,0.50,84.00,0.02,2.00,16.80,0.04,288.96,211.68,51.74,208.32,1.76,1.87,1.88,0.00,0.00,0.00,0.00,1.88,17.82,626.64,6.85,2.38,5.49,0.00,0.12,0.04,0.06,0.01,2.21,0.25,1.94,0.49,0.50,1.15,1.81,1.52,0.66,1.12,21.13,1.01,0.26,0.86,1.29,"Dairy and Egg Products"
2023-04-15,7:50 AM,"Breakfast","Parmesan Cheese, Dry, Grated","20.00 g",84.00,0.00,0.00,1.80,0.00,4.53,0.01,0.07,0.02,0.09,0.02,0.28,14.60,1.20,52.22,0.00,4.20,0.11,0.34,170.60,0.01,0.10,6.80,0.01,125.40,36.00,6.88,360.80,0.84,2.78,2.78,0.00,0.00,0.00,0.00,0.01,5.57,17.20,1.43,0.28,3.07,0.18,0.02,0.02,0.00,0.00,0.17,0.00,0.17,0.02,0.16,0.29,0.55,0.44,0.15,0.31,5.68,0.21,0.08,0.34,0.37,"Dairy and Egg Products"
2023-04-15,7:50 AM,"Breakfast","Butter, Salted","2.00 tsp",68.87,0.00,0.00,0.01,0.00,1.49,0.00,0.00,0.00,0.01,0.00,0.00,15.89,0.47,71.75,0.00,1.51,0.00,0.66,1.99,0.00,0.01,0.19,0.00,2.08,2.18,0.00,49.57,0.01,0.05,0.05,0.00,0.00,0.00,0.00,0.05,7.78,22.23,1.60,0.24,4.31,0.31,0.04,0.03,0.00,0.00,0.19,0.01,0.18,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.00,0.00,0.00,0.00,"Fats and Oils"
2023-04-15,7:52 AM,"Breakfast","Beef Steak, Hanger, No Visible Fat Eaten","78.00 g",195.00,0.00,0.00,0.18,0.00,45.21,0.06,0.11,5.44,0.41,0.46,1.08,0.00,6.24,0.00,0.00,21.84,0.35,1.25,17.16,0.06,1.27,17.94,0.01,166.14,265.20,22.46,44.46,3.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.79,61.62,5.03,0.44,4.64,0.54,0.10,0.10,0.00,0.00,0.23,0.03,0.20,0.27,0.66,0.94,1.64,1.74,0.54,0.81,20.84,0.82,0.13,0.66,1.02,"Beef Products"
2023-04-15,7:59 AM,"Breakfast","Chives, Raw","1.00 tbsp, cut pieces",0.90,0.00,0.00,0.05,1.01,2.72,0.00,0.00,0.02,0.01,0.00,0.00,78.37,3.15,6.53,1.74,0.00,0.01,6.38,2.76,0.00,0.05,1.26,0.01,1.74,8.88,0.03,0.09,0.02,0.06,0.13,0.08,0.05,0.02,0.00,0.03,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,"Vegetables and Vegetable Products"
2023-04-15,11:52 AM,"Breakfast","Beef Steak, Hanger, No Visible Fat Eaten","106.00 g",265.00,0.00,0.00,0.24,0.00,61.44,0.08,0.15,7.40,0.56,0.62,1.46,0.00,8.48,0.00,0.00,29.68,0.48,1.70,23.32,0.08,1.73,24.38,0.01,225.78,360.40,30.53,60.42,5.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.02,83.74,6.84,0.59,6.31,0.73,0.14,0.14,0.00,0.00,0.31,0.04,0.27,0.36,0.89,1.27,2.22,2.36,0.73,1.10,28.32,1.12,0.18,0.89,1.39,"Beef Products"
2023-04-15,11:57 AM,"Lunch","Whipping Cream, Extra Heavy, Gourmet, Not Whipped","3.00 tbsp",149.94,0.00,0.00,0.07,0.00,25.94,0.01,0.08,0.03,0.22,0.01,0.00,32.13,1.79,148.60,0.27,28.11,0.41,1.07,27.22,0.00,0.00,2.68,0.00,25.44,43.29,1.34,9.37,0.10,1.69,1.70,0.00,0.00,0.00,0.00,1.30,15.87,45.96,3.28,0.70,9.13,0.55,0.07,0.05,0.00,0.00,0.34,0.00,0.33,0.00,0.02,0.05,0.07,0.04,0.02,0.04,0.90,0.04,0.02,0.04,0.05,"Dairy and Egg Products"
2023-04-15,11:56 AM,"Lunch","Onion, White, Yellow or Red, Raw","60.00 g",24.00,0.00,0.00,1.02,4.62,53.47,0.03,0.02,0.07,0.07,0.07,0.00,0.60,11.40,0.05,4.44,0.00,0.01,0.24,13.80,0.02,0.13,6.00,0.08,17.40,87.60,0.30,2.40,0.10,4.64,5.60,0.88,0.55,0.32,0.00,2.54,0.06,0.00,0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.00,0.02,0.66,0.01,0.01,0.01,0.01,"Vegetables and Vegetable Products"
